                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.94206,                 2.7851,                 1.2649,                0.80427,                0.70389,                0.79863,                0.69792,                0.53587,                 1.1023,                0.95836,             8.2899e-05,             8.2899e-05,             8.2899e-05
                      2,                0.81007,                  1.336,                 1.1631,                0.89946,                0.87821,                0.93758,                0.84598,                0.45925,                 0.6762,                0.92996,             8.3947e-05,             8.3947e-05,             8.3947e-05
