                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0002,                 4.3989,                 1.4009,                0.26321,                 0.2162,                0.16474,                0.11451,                 1.5549,                 3.2805,                 1.2071,             8.2899e-05,             8.2899e-05,             8.2899e-05
                      2,                 1.5372,                 2.4509,                 1.1846,                0.54872,                0.42095,                0.45612,                0.32932,                 1.1219,                 1.8261,                 1.0344,             8.3947e-05,             8.3947e-05,             8.3947e-05
